10.221.0.0,255.255.128.0,DATA RANGE - FIJI,A013,SUVA,Subnet/Ip Range for Fiji - Data,SUVA,Central,Fiji,abc,def
10.221.73.64,255.255.255.192,VLAN101,A014,TAVUA,User Vlan,TAVUA,Western,Fiji,abc,def
10.221.32.0,255.255.255.128,VLAN10,A014,TAVUA,,TAVUA,Western,Fiji,abc,def
10.221.240.64,255.255.255.192,VLAN102,A01A,SOLOMON ISLANDS HEAD OFFICE,User Vlan 102 - PCA01A-S00B,SOLOMON ISLANDS HEAD OFFICE,Guadalcanal,Solomon Islands,abc,def
10.221.240.0,255.255.255.192,VLAN101,A01A,SOLOMON ISLANDS HEAD OFFICE,User Vlan - PCA01A-S00A,SOLOMON ISLANDS HEAD OFFICE,Guadalcanal,Solomon Islands,abc,def
10.221.248.0,255.255.255.192,AML SUBNET,A01A,SOLOMON ISLANDS HEAD OFFICE,Pacific Anti Money Laundering networks,SOLOMON ISLANDS HEAD OFFICE,Guadalcanal,Solomon Islands,abc,def
10.221.73.128,255.255.255.192,VLAN101,A020,MARK ST BRANCH,user vlan,MARK ST BRANCH,Guadalcanal,Solomon Islands,abc,def
10.221.38.0,255.255.255.128,VLAN10,A020,MARK ST BRANCH,,MARK ST BRANCH,Guadalcanal,Solomon Islands,abc,def
10.221.68.128,255.255.255.192,VLAN101,A022,LAUCALA BAY,User Vlan,LAUCALA BAY,Central,Fiji,abc,def
10.221.38.128,255.255.255.128,VLAN10,A022,LAUCALA BAY,,LAUCALA BAY,Central,Fiji,abc,def
10.221.68.192,255.255.255.192,VLAN101,A024,USP CAMPUS,User Vlan,USP CAMPUS,Central,Fiji,abc,def
10.221.39.0,255.255.255.128,VLAN10,A024,USP CAMPUS,,USP CAMPUS,Central,Fiji,abc,def
10.221.73.0,255.255.255.192,VLAN101,A028,PORT DENARAU COMPLEX,User Vlan,PORT DENARAU COMPLEX,Western,Fiji,abc,def
10.221.39.128,255.255.255.128,VLAN10,A028,PORT DENARAU COMPLEX,refer Chris Tolmie,PORT DENARAU COMPLEX,Western,Fiji,abc,def
10.69.200.32,255.255.255.224,VLAN20,A029,NAKASI FIJI,,NAKASI FIJI,Central,Fiji,abc,def
10.221.70.64,255.255.255.192,VLAN101,A029,NAKASI FIJI,User Vlan,NAKASI FIJI,Central,Fiji,abc,def
10.221.40.0,255.255.255.128,VLAN10,A029,NAKASI FIJI,,NAKASI FIJI,Central,Fiji,abc,def
10.221.128.128,255.255.255.192,VLAN103,A02A,PORT VILA,User Vlan 103,PORT VILA,Efate,Vanuatu,abc,def
10.221.128.64,255.255.255.192,VLAN102,A02A,PORT VILA,User Vlan 102,PORT VILA,Efate,Vanuatu,abc,def
10.221.128.0,255.255.255.192,VLAN101,A02A,PORT VILA,User Vlan. this subnet ip is also used for the overall  Vanuatu Data Reservation... 10.221.128.0 is also a /20.,PORT VILA,Efate,Vanuatu,abc,def
10.221.132.0,255.255.255.0,VLAN10,A02A,PORT VILA,VANU-PORT-LAN1,PORT VILA,Efate,Vanuatu,abc,def
10.221.138.0,255.255.255.192,VLAN101,A02B,SANTO,Santo User Vlan,SANTO,Sanma,Vanuatu,abc,def
10.221.133.0,255.255.255.128,VLAN10,A02B,SANTO,VANU-SAINT-LAN1,SANTO,Sanma,Vanuatu,abc,def
10.221.70.0,255.255.255.192,VLAN101,A030,MHCC SUVA,User Vlan,MHCC SUVA,Central,Fiji,abc,def
10.221.40.128,255.255.255.128,VLAN10,A030,MHCC SUVA,,MHCC SUVA,Central,Fiji,abc,def
10.221.56.128,255.255.255.192,VLAN103,A031,SUVA SERVICE CENTRE,Level 3 - User Vlan 103,SUVA SERVICE CENTRE,Central,Fiji,abc,def
10.221.56.64,255.255.255.192,VLAN102,A031,SUVA SERVICE CENTRE,Level 2 - User Vlan 102,SUVA SERVICE CENTRE,Central,Fiji,abc,def
10.221.56.0,255.255.255.192,VLAN101,A031,SUVA SERVICE CENTRE,Level 1 - User Vlan 101,SUVA SERVICE CENTRE,Central,Fiji,abc,def
10.221.57.0,255.255.255.0,VLAN10,A031,SUVA SERVICE CENTRE,,SUVA SERVICE CENTRE,Central,Fiji,abc,def
10.221.54.64,255.255.255.192,VLAN101,A033,VATUWAQA,User Vlan,VATUWAQA,Central,Fiji,abc,def
10.221.54.192,255.255.255.192,VLAN101,A034,LAUTOKA NAVITI ST,User Vlan,LAUTOKA NAVITI ST,Central,Fiji,abc,def
10.6.60.160,255.255.255.224,VLAN60,A042,TONGA HEAD OFFICE,Westpac Pacific Banking Tonga legacy VLAN,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.196.0,255.255.255.0,VLAN11,A042,TONGA HEAD OFFICE,,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.194.128,255.255.255.192,VLAN103,A042,TONGA HEAD OFFICE,,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.194.64,255.255.255.192,VLAN102,A042,TONGA HEAD OFFICE,,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.201.0,255.255.255.128,VLAN101,A042,TONGA HEAD OFFICE,Branch User Vlan - reconfig as part of  Pacific Refresh,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.203.0,255.255.255.192,VLAN101,A042,TONGA HEAD OFFICE,BranchesCorporates,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.207.0,255.255.255.192,TONGA LOOPBACKS,A042,TONGA HEAD OFFICE,,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.197.0,255.255.255.0,TONGA BRANCHES,A042,TONGA HEAD OFFICE,,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.199.0,255.255.255.0,TONGA AML,A042,TONGA HEAD OFFICE,Pacific Anti Money Laundering networks,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.194.0,255.255.255.192,CORE USER VLAN1,A042,TONGA HEAD OFFICE,,TONGA HEAD OFFICE,Ha,Tonga,abc,def
10.221.201.64,255.255.255.192,VLAN101,A043,MA'UFANGA,Branch User Vlan,MA'UFANGA,Ha,Tonga,abc,def
10.221.202.192,255.255.255.192,VLAN101,A043,MA'UFANGA,User Vlan 101,MA'UFANGA,Ha,Tonga,abc,def
10.221.202.128,255.255.255.192,VLAN101,A044,VAVA'U,Vava'u Branch User Vlan 101,VAVA'U,Vava,Tonga,abc,def
10.221.224.128,255.255.255.192,VLAN103,A04A,RAROTONGA,User Vlan3,RAROTONGA,Cook Islands,Cook Islands,abc,def
10.221.224.64,255.255.255.192,VLAN102,A04A,RAROTONGA,User Vlan2,RAROTONGA,Cook Islands,Cook Islands,abc,def
10.221.224.0,255.255.255.192,VLAN101,A04A,RAROTONGA,User Vlan1,RAROTONGA,Cook Islands,Cook Islands,abc,def
10.6.60.0,255.255.255.224,COOK-RARO-LAN01,A04A,RAROTONGA,Westpac Pacific Banking Cook Islands LAN Legacy Addressing (Will be phased out over 2003),RAROTONGA,Cook Islands,Cook Islands,abc,def
10.221.230.0,255.255.255.0,COOK ISLANDS,A04A,RAROTONGA,Pacific Anti Money Laundering networks,RAROTONGA,Cook Islands,Cook Islands,abc,def
10.221.234.0,255.255.255.192,VLAN101,A04B,AITUTAKI,User Vlan,AITUTAKI,Cook Islands,Cook Islands,abc,def
10.220.129.0,255.255.255.192,VLAN2,A050,HEAD OFFICE PORT MORESBY,,HEAD OFFICE PORT MORESBY,National Capital,Papua New Guinea,abc,def
